Method,Original_SMILES,Canonical_SMILES,UV_Filter_Score,Fingerprint,MolWt,LogP,TPSA,SA_Score,Lmax,OS,SA_inverse,LogP_score,TPSA_score,UV_Filter_Score_norm,SA_inverse_norm,TPSA_score_norm,LogP_score_norm
RL,COc1ccc(C(O)CN2CCc3cccc(F)c32)cc1OCC(C)C,COc1ccc(C(O)CN2CCc3cccc(F)c32)cc1OCC(C)C,0.9319448182325061,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09dd90d0>,359.4410000000001,3.965200000000003,41.93000000000001,2.7960029502671073,293.7012634277344,0.9627149701118469,-2.7960029502671073,0.8129995885235438,0.9792735847505433,0.9608704416513257,0.7380214243100937,0.9792744552163388,0.8129816466351643
RL,CC(C)(C(=O)N1CCCC(CNc2nnccc2C#N)C1)c1ccccc1,CC(C)(C(=O)N1CCCC(CNc2nnccc2C#N)C1)c1ccccc1,0.8484835837845713,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09dea660>,363.46500000000015,2.976580000000001,81.91,3.078595266523614,290.04296875,0.8607218861579895,-3.078595266523614,0.9998781193391625,0.04843947385121167,0.8748119141251249,0.6760692217485943,0.04843951690853988,0.9998781076452352
RL,CC(C)n1cccc(C(=O)Nc2ccccc2OCCF)c1=O,CC(C)n1cccc(C(=O)Nc2ccccc2OCCF)c1=O,0.5774698516281409,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09dea980>,318.34800000000007,3.0298000000000016,60.330000000000005,2.229867417204604,296.59637451171875,0.3180829882621765,-2.229867417204604,0.9998026772484733,0.5931891259833986,0.5953643013137894,0.8621342936413138,0.5931896532628556,0.9998026583162006
RL,N#Cc1ccccc1OC1CCN(Cc2ncc(C3CC3)o2)CC1,N#Cc1ccccc1OC1CCN(Cc2ncc(C3CC3)o2)CC1,0.8787227417222307,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09d96c00>,323.39600000000013,3.467080000000002,62.29,2.526588628165843,326.5122985839844,0.6690645217895508,-2.526588628165843,0.9526756037427445,0.5146232382717351,0.9059921072166925,0.7970846390389628,0.5146236957148163,0.9526710631696593
RL,COC(=O)c1c(C)sc(C)c1NC(=O)c1ccc(OC)c(C#N)c1,COC(=O)c1c(C)sc(C)c1NC(=O)c1ccc(OC)c(C#N)c1,0.868924040024855,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09de83b0>,344.3920000000001,3.2841200000000015,88.41999999999999,2.454064756652741,314.3900146484375,0.706838071346283,-2.454064756652741,0.9822212353491283,0.015153139275993148,0.8958884723337135,0.8129839162664638,0.015153152745455216,0.9822195295528235
RL,Cc1ccc(OCCC(=O)Nc2nccn2CC2CC2)cc1,Cc1ccc(OCCC(=O)Nc2nccn2CC2CC2)cc1,0.7328833921984836,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09de8db0>,299.37400000000014,3.009120000000001,56.15,2.2397475330109327,329.4296569824219,0.45332252979278564,-2.2397475330109327,0.9999815169708133,0.7586063931323203,0.7556142730232375,0.8599682937164992,0.7586070674494135,0.9999815151974458
RL,CCOc1ccc(C(=O)CN2CCCC(F)(F)C2)cc1,CCOc1ccc(C(=O)CN2CCCC(F)(F)C2)cc1,0.28918146039104603,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09dea7f0>,283.3179999999999,2.999100000000001,29.54,2.204991619567263,299.97686767578125,0.07919535785913467,-2.204991619567263,0.9999998200000162,0.5879361714750423,0.29810444628206717,0.8675877697815091,0.5879366940852043,0.999999819982746
RL,N#Cc1cccc(N2CCC[C@@H]2CNC(=O)c2ccc(Cl)cc2)c1,N#Cc1cccc(N2CCC[C@@H]2CNC(=O)c2ccc(Cl)cc2)c1,0.8927002568779708,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09debb00>,339.826,3.6104800000000017,56.13,2.51148771437426,295.4494934082031,0.6858229637145996,-2.51148771437426,0.9205176782680367,0.7593579540854869,0.9204045992045571,0.8003951850667986,0.7593586290706347,0.9205100522797652
RL,CCN1CC(NC(=O)c2ccc(COc3ccccc3)cc2)C1,CCN1CC(NC(=O)c2ccc(COc3ccccc3)cc2)C1,0.0005492360636222902,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c33880>,310.39700000000005,2.6995000000000005,41.57000000000001,1.7664264862605474,264.8953552246094,0.05287016183137894,-1.7664264862605474,0.9801332744548557,0.9741945789695589,0.0004900581588538624,0.9637336110235851,0.9741954449206806,0.9801313683276478
RL,COc1ccc(NC(=O)N2CCC(N(C)c3ccccc3)CC2)cc1,COc1ccc(NC(=O)N2CCC(N(C)c3ccccc3)CC2)cc1,0.0015754391081059806,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c302c0>,339.4390000000001,3.827900000000003,44.81,1.9230858515612574,282.855224609375,0.3978639245033264,-1.9230858515612574,0.8587175683929782,0.9999197809954942,0.0015481963895585967,0.9293894616113414,0.9999206698134723,0.8587040129489133
RL,Cc1nnccc1C(=O)N(C)Cc1ccc(C(F)F)cc1,Cc1nnccc1C(=O)N(C)Cc1ccc(C(F)F)cc1,0.0005741088512947034,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c331f0>,291.301,2.9948200000000016,46.09,2.4247757159228858,282.7629699707031,0.0539574921131134,-2.4247757159228858,0.9999940372622216,0.9973632600990943,0.0005157049815580608,0.8194048997106173,0.9973641466446084,0.9999940366901225
RL,CCNC(=O)c1ccccn1,CCNC(=O)c1ccccn1,0.00032779119932458355,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c48680>,150.18099999999998,0.8313000000000001,41.99,1.6733298648332102,256.6528625488281,0.021512232720851898,-1.6733298648332102,0.3516324517764798,0.9800677710699421,0.00026172198487133685,0.984143015018924,0.9800686422416813,0.35157024368780615
RL,CNc1ccc(C#N)cc1NC(=O)c1cccnc1Br,CNc1ccc(C#N)cc1NC(=O)c1cccnc1Br,0.8255367776186942,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c05760>,331.173,3.009780000000001,77.81,2.3666528833035265,309.3147888183594,0.6203160285949707,-2.3666528833035265,0.9999787450258901,0.09142708080101344,0.8511510089980093,0.8321470632187511,0.09142716206956486,0.9999787429865663
RL,Cc1cnccc1-c1nnc(N2CCN(C3CCC3)CC2)cc1Cl,Cc1cnccc1-c1nnc(N2CCN(C3CCC3)CC2)cc1Cl,0.0016334344882674955,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c062a0>,343.8620000000001,3.174920000000002,45.150000000000006,2.5785659143579114,284.6711730957031,0.465321809053421,-2.5785659143579114,0.9932237284199822,0.9999500012499791,0.0016079965716795036,0.785689752562838,0.9999508900948197,0.9932230782657533
RL,Cc1ccccc1OCC(=O)Nc1cc2c(cc1F)NC(=O)CC2,Cc1ccccc1OCC(=O)Nc1cc2c(cc1F)NC(=O)CC2,0.5631647596835596,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c90a40>,328.34300000000013,3.036320000000001,67.43,2.1234986410940913,305.7804870605469,0.30707594752311707,-2.1234986410940913,0.9997069002065839,0.32692944728932416,0.5806140384280234,0.8854533281115778,0.3269297378934058,0.9997068720849144
RL,CC(CC(=O)c1ccccc1F)C(=O)N1CC2CC1(CF)C2,CC(CC(=O)c1ccccc1F)C(=O)N1CC2CC1(CF)C2,0.20535172271709468,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c49b70>,307.34000000000003,2.9951000000000016,37.38,4.12510124233334,294.56146240234375,-0.025912772864103317,-4.12510124233334,0.9999946644586785,0.8789458388287157,0.2116659478001357,0.446645608771322,0.8789466201142528,0.9999946639467561
RL,Cc1ccc(NC(=O)c2cncc(N(C)C)c2)cc1C,Cc1ccc(NC(=O)c2cncc(N(C)C)c2)cc1C,0.33949510457462395,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c930b0>,269.348,3.0167400000000013,45.230000000000004,1.947098732454375,296.7739562988281,0.1291407197713852,-1.947098732454375,0.9999377291389105,0.999882451353828,0.3499838386916897,0.9241251611488148,0.9998833401386242,0.9999377231642881
RL,COc1ccc(-c2ccccc2)cc1NC(=O)COCC1CCC1,COc1ccc(-c2ccccc2)cc1NC(=O)COCC1CCC1,0.8248457877602371,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c77740>,325.4080000000002,4.117400000000003,47.56,1.8538361484716237,299.0106506347656,0.4719744920730591,-1.8538361484716237,0.7577037237176567,0.9855419800738191,0.8504385157051927,0.9445709488151142,0.985542856111524,0.7576804764279341
RL,CC(=O)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1,CC(=O)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1,0.001109968643041526,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c90e00>,291.31,3.0847000000000016,71.95,1.7897914890548883,333.2110595703125,0.26928219199180603,-1.7897914890548883,0.9984070279068552,0.19908855453915475,0.001068240598162151,0.9586113437052795,0.1990887315068366,0.9984068750680071
RL,CCOCc1ccc(CNC(=O)N2CCCN(C3CC3)CC2)cc1,CCOCc1ccc(CNC(=O)N2CCCN(C3CC3)CC2)cc1,0.00046851240705659256,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09c93e70>,331.46000000000015,2.602800000000001,44.81,2.0408314661973765,240.9039764404297,0.008566168136894703,-2.0408314661973765,0.9655479451335487,0.9999197809954942,0.00040682240195994345,0.903576303400614,0.9999206698134723,0.9655446396064754
RL,Cc1ccc(-c2nnc(N3CCC(C)C3)n2CCC#N)c(C)c1,Cc1ccc(-c2nnc(N3CCC(C)C3)n2CCC#N)c(C)c1,0.8855058620532427,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09cb8bd0>,309.417,3.3218200000000015,57.74,2.952957400106209,290.4570007324219,1.1819069385528564,-2.952957400106209,0.9772476919534001,0.6971995884992362,0.9129863165832467,0.7036125840480157,0.6972002082324789,0.977245508966913
RL,Cc1sc(O)nc1C(=O)N1CCc2cccc(Cl)c21,Cc1sc(O)nc1C(=O)N1CCc2cccc(Cl)c21,0.41418173531613217,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09cb9210>,294.763,3.0134200000000018,53.43000000000001,2.7886747780673335,291.52783203125,0.19452354311943054,-2.7886747780673335,0.9999599793786242,0.8539163848489536,0.42699469900333376,0.7396279662519978,0.8539171438860773,0.9999599755388171
RL,COc1ccc(C(=O)N2CC(Cc3cccc(C)c3)C2)cc1C#N,COc1ccc(C(=O)N2CC(Cc3cccc(C)c3)C2)cc1C#N,0.6249692746252791,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f2f09cbb100>,320.39200000000005,3.190000000000002,53.33,2.1246948016938063,292.3479919433594,0.34529179334640503,-2.1246948016938063,0.9920098699283417,0.8571026788888736,0.6443418946661607,0.8851910959859797,0.85710344075826,0.9920091033095907
